gene,pvalue,slope,n_samples,p_value_adj,condition,comparison,dataset,cell_type
ZNF431,2.7498495302994336e-06,0.1871640979762284,619,5.981631452506994e-06,healthy,aging,aida,NK
ZNF439,3.3319148058989574e-08,0.21971543545618727,619,2.317694584761986e-07,healthy,aging,aida,NK
ZNF44,8.538965610185623e-05,0.15724412762809964,619,0.00014039390211032464,healthy,aging,aida,NK
ZNF441,4.296681470254766e-06,0.18354770166340809,619,8.830517437244353e-06,healthy,aging,aida,NK
ZNF444,4.960056510195082e-05,0.1623299696408319,619,8.508714826432213e-05,healthy,aging,aida,NK
ZNF445,3.9989860905596845e-07,0.20204407673379648,619,1.2054127698528722e-06,healthy,aging,aida,NK
ZNF45,2.076407369557232e-07,0.20685549534609057,619,7.884387078416337e-07,healthy,aging,aida,NK
ZNF451,0.0006301654525294218,0.13702099063355952,619,0.0009341796989487682,healthy,aging,aida,NK
ZNF460,1.985595828404744e-06,0.18975940338308395,619,4.587161165621155e-06,healthy,aging,aida,NK
ZNF468,0.0022814869262005673,0.12241239849958964,619,0.0031463643230609127,healthy,aging,aida,NK
ZNF480,4.3372170573919274e-09,0.23317797331722784,619,5.7197049944224166e-08,healthy,aging,aida,NK
ZNF484,3.486621825004055e-07,0.2030602328773963,619,1.1070950239450417e-06,healthy,aging,aida,NK
ZNF487,0.0036135818054881435,0.11680073857701732,619,0.004908577860244625,healthy,aging,aida,NK
ZNF490,8.256692706135034e-07,0.19658225644180283,619,2.1420026569604154e-06,healthy,aging,aida,NK
ZNF493,1.5186372740183487e-07,0.20911207360292164,619,6.388772100982124e-07,healthy,aging,aida,NK
ZNF496,0.004738633863301167,-0.11338049274158515,619,0.00634155440902672,healthy,aging,aida,NK
ZNF506,2.7813702915051177e-07,0.20472390576269778,619,9.616792387050214e-07,healthy,aging,aida,NK
ZNF507,5.224995065730335e-07,0.2000470669773615,619,1.4672007997985009e-06,healthy,aging,aida,NK
ZNF511,2.170896903708019e-09,0.23756464807550537,619,4.0416992354142524e-08,healthy,aging,aida,NK
ZNF512,1.6750947524760514e-07,0.20840744015015494,619,6.885292066995306e-07,healthy,aging,aida,NK
ZNF516,2.551584219480173e-07,0.20535507452241092,619,9.163563563846685e-07,healthy,aging,aida,NK
ZNF518A,2.6475479210976314e-07,0.20508507975486434,619,9.362557732149371e-07,healthy,aging,aida,NK
ZNF518B,2.998695832951119e-07,0.20417159197492904,619,1.0150665573572166e-06,healthy,aging,aida,NK
ZNF524,3.438225540481335e-08,0.21950126676954873,619,2.3402115775527447e-07,healthy,aging,aida,NK
ZNF529,0.026314974479034473,0.08929295599229421,619,0.03298490860441351,healthy,aging,aida,NK
ZNF544,0.3782114413307429,0.03547884096663299,619,0.4192781827712089,healthy,aging,aida,NK
ZNF548,5.336980570244359e-06,0.18176506304540102,619,1.0590309407412767e-05,healthy,aging,aida,NK
ZNF549,2.810821705836062e-07,0.20464667040506798,619,9.617568323211696e-07,healthy,aging,aida,NK
ZNF550,0.0265743658582714,0.08914010489134928,619,0.033244216577639915,healthy,aging,aida,NK
ZNF557,9.534312623929794e-05,0.1561926436472616,619,0.0001559488343914098,healthy,aging,aida,NK
ZNF559,1.0758650105059271e-05,0.17587930870654814,619,2.020838432196591e-05,healthy,aging,aida,NK
ZNF561,0.0682634389061535,0.07333269448685568,619,0.08183855459771812,healthy,aging,aida,NK
ZNF562,8.59745418727901e-06,0.17778281104278584,619,1.6245338807604796e-05,healthy,aging,aida,NK
ZNF564,1.1128800689399041e-07,0.21132995826151676,619,5.29663972660824e-07,healthy,aging,aida,NK
ZNF567,0.011555676398831026,0.10144866755320292,619,0.01498922778782795,healthy,aging,aida,NK
ZNF568,2.5623234609809266e-07,0.2053243777698536,619,9.163563563846685e-07,healthy,aging,aida,NK
ZNF569,1.844657111858859e-05,0.1712179574830957,619,3.3553676776053366e-05,healthy,aging,aida,NK
ZNF570,2.4408293201558355e-07,0.2056791239177089,619,8.879568733670003e-07,healthy,aging,aida,NK
ZNF571,7.525363053730582e-06,0.1789039637456275,619,1.4567445911350006e-05,healthy,aging,aida,NK
ZNF574,0.059185793066857874,0.07588133475627043,619,0.07149734162465847,healthy,aging,aida,NK
ZNF580,1.4862418972971708e-07,0.2092666961570232,619,6.388772100982124e-07,healthy,aging,aida,NK
ZNF581,5.947643077939846e-05,0.16064706383554403,619,0.00010012920394510431,healthy,aging,aida,NK
ZNF585A,9.069902466500594e-06,0.17733053374542032,619,1.708704839671092e-05,healthy,aging,aida,NK
ZNF585B,8.541765073996723e-06,0.17783767547769458,619,1.6188435005508738e-05,healthy,aging,aida,NK
ZNF587,0.8301280324607179,0.008640288078017267,619,0.853037409979926,healthy,aging,aida,NK
ZNF587B,2.8451217812532203e-06,0.1868905603023685,619,6.167678381963294e-06,healthy,aging,aida,NK
ZNF592,8.827149642821633e-07,0.1960711922061103,619,2.2543170755429324e-06,healthy,aging,aida,NK
ZNF595,1.0522827188064508e-06,0.19472056040006197,619,2.6121371019783414e-06,healthy,aging,aida,NK
ZNF600,4.9632095713306335e-08,0.21698175425132396,619,2.9089922765293126e-07,healthy,aging,aida,NK
ZNF606,2.341292902904255e-06,0.18845050195211147,619,5.2741580339444375e-06,healthy,aging,aida,NK
ZNF609,0.00025825002235936584,0.14636829097286808,619,0.0004006673141016632,healthy,aging,aida,NK
ZNF611,4.5500360559781805e-07,0.20108253196036874,619,1.3091694651973294e-06,healthy,aging,aida,NK
ZNF614,2.7360485121158504e-05,0.16773009275002695,619,4.878644248364317e-05,healthy,aging,aida,NK
ZNF615,0.0036900804348231424,0.1165394998493593,619,0.005001757848486187,healthy,aging,aida,NK
ZNF621,2.1267522184965502e-07,0.20668163987200253,619,7.96918743524627e-07,healthy,aging,aida,NK
ZNF623,4.3055054864492724e-05,0.1636301403383895,619,7.466808144992846e-05,healthy,aging,aida,NK
ZNF626,1.605554352610265e-08,0.22463362208087978,619,1.431430852396711e-07,healthy,aging,aida,NK
ZNF639,0.9160661223234889,0.004244553602167159,619,0.9250794532517018,healthy,aging,aida,NK
ZNF641,1.468255266754345e-08,0.2252280964537767,619,1.3277222626498107e-07,healthy,aging,aida,NK
ZNF644,0.24739748799095554,0.04656034333335122,619,0.2786523307798485,healthy,aging,aida,NK
ZNF649,0.004674161823511135,0.11355548700698816,619,0.0062685263438189585,healthy,aging,aida,NK
ZNF652,0.0026584190778513018,0.1205719852022022,619,0.0036345124757664665,healthy,aging,aida,NK
ZNF654,2.7099896611929774e-06,0.18728124164283008,619,5.925695536450947e-06,healthy,aging,aida,NK
ZNF655,2.503566429626233e-10,0.2507279621919146,619,1.7135560066131946e-08,healthy,aging,aida,NK
ZNF66,0.00045036088947283655,0.1406081832757688,619,0.0006755413342092549,healthy,aging,aida,NK
ZNF664,2.1034884521976376e-08,0.22282714476467896,619,1.6959196968338644e-07,healthy,aging,aida,NK
ZNF669,0.001751577233130407,0.12553741901322985,619,0.0024529831605565214,healthy,aging,aida,NK
ZNF672,4.786783901893667e-07,0.2007034409848464,619,1.3710562035740399e-06,healthy,aging,aida,NK
ZNF675,4.966302556837253e-07,0.20042782818014587,619,1.403423892177642e-06,healthy,aging,aida,NK
ZNF677,4.183048307980839e-06,0.1837668810318326,619,8.653168558666225e-06,healthy,aging,aida,NK
ZNF678,6.844680446084742e-08,0.21475050777463298,619,3.64090985073194e-07,healthy,aging,aida,NK
ZNF680,4.410072567648582e-06,0.18333444400982155,619,9.028201766920595e-06,healthy,aging,aida,NK
ZNF682,2.773374159083796e-07,0.2047450113617355,619,9.616792387050214e-07,healthy,aging,aida,NK
ZNF683,0.001711200972976511,0.12580984320224842,619,0.0024070893686536253,healthy,aging,aida,NK
ZNF687,1.3964214179857325e-07,0.20971305173955082,619,6.164803262553266e-07,healthy,aging,aida,NK
ZNF688,2.8996712707838295e-10,0.24985658438416017,619,1.7135560066131946e-08,healthy,aging,aida,NK
ZNF692,0.7057818771688125,-0.015203952233445105,619,0.7470901810164854,healthy,aging,aida,NK
ZNF699,1.8239663038153746e-07,0.20779360632490326,619,7.353953314108718e-07,healthy,aging,aida,NK
ZNF7,4.0398958458250216e-07,0.2019684356840077,619,1.2119687537474766e-06,healthy,aging,aida,NK
ZNF700,1.4846052900492491e-06,0.19204726044136664,619,3.4805746244487716e-06,healthy,aging,aida,NK
ZNF701,3.7256478950136784e-05,0.16494891129409187,619,6.478942630614446e-05,healthy,aging,aida,NK
ZNF706,0.0007370789859763954,0.13531789026228586,619,0.001087578084202933,healthy,aging,aida,NK
ZNF708,3.0822333403019335e-07,0.2039694944762293,619,1.0214940860790892e-06,healthy,aging,aida,NK
ZNF710,1.1924384120904934e-06,0.1937536759606906,619,2.903128903281831e-06,healthy,aging,aida,NK
ZNF714,0.006487472009264899,0.10930212675198513,619,0.008627247440892187,healthy,aging,aida,NK
ZNF717,4.509367068501303e-06,0.18315195902821324,619,9.178229435245397e-06,healthy,aging,aida,NK
ZNF718,2.0245597305622878e-07,0.2070388407478035,619,7.824321622363611e-07,healthy,aging,aida,NK
ZNF721,4.857575502949918e-05,0.16252240006659108,619,8.355557862411136e-05,healthy,aging,aida,NK
ZNF736,6.064519529204272e-07,0.19892550937094122,619,1.6475711854018202e-06,healthy,aging,aida,NK
ZNF737,3.653286804360668e-07,0.2027147488989029,619,1.1335934054707057e-06,healthy,aging,aida,NK
ZNF740,4.2464902318515065e-08,0.21805586221961976,619,2.661414175011258e-07,healthy,aging,aida,NK
ZNF746,7.73131683935114e-07,0.19708388136281782,619,2.022282462524466e-06,healthy,aging,aida,NK
ZNF75A,5.821875535074327e-05,0.1608460233315091,619,9.853602175673927e-05,healthy,aging,aida,NK
ZNF75D,2.0683697928491557e-06,0.18943583481078563,619,4.7096333772428385e-06,healthy,aging,aida,NK
ZNF76,9.183154735393062e-08,0.21268906773624335,619,4.5010561656839567e-07,healthy,aging,aida,NK
ZNF765,9.929610378571404e-05,0.15580353130816732,619,0.00016157952107032642,healthy,aging,aida,NK
ZNF766,2.16055642121472e-09,0.23759461094032636,619,4.0416992354142524e-08,healthy,aging,aida,NK
ZNF770,1.2644893100014806e-07,0.2104216583086831,619,5.689744133215686e-07,healthy,aging,aida,NK
ZNF780A,4.828871916270516e-06,0.18258977571571464,619,9.74422581596305e-06,healthy,aging,aida,NK
ZNF780B,2.864679723912827e-06,0.18683549341567043,619,6.188881451320181e-06,healthy,aging,aida,NK
ZNF782,0.0003633477419112465,0.14285729612286827,619,0.000550237130693347,healthy,aging,aida,NK
ZNF790,3.4364532263240694e-08,0.21950478436938833,619,2.3402115775527447e-07,healthy,aging,aida,NK
ZNF791,0.006588507212071917,0.10909813126776043,619,0.008724947835233313,healthy,aging,aida,NK
ZNF800,0.00022947824422129756,0.1475648569672355,619,0.0003586659965236577,healthy,aging,aida,NK
ZNF805,3.7055033660932093e-07,0.20260962580729278,619,1.1441871369448478e-06,healthy,aging,aida,NK
ZNF808,5.3062239939788106e-08,0.21651980988101788,619,3.053490716534504e-07,healthy,aging,aida,NK
ZNF814,3.6497933564288706e-05,0.1651356224568024,619,6.364515687656955e-05,healthy,aging,aida,NK
ZNF827,0.6509544724938875,-0.018220281442688203,619,0.6960374680551196,healthy,aging,aida,NK
ZNF83,0.0015576508582056763,0.12690280449342567,619,0.002205800879740924,healthy,aging,aida,NK
ZNF830,1.0631732480933589e-08,0.22736122973206316,619,1.0682359778451796e-07,healthy,aging,aida,NK
ZNF831,0.6448960125218575,-0.018559615948080685,619,0.6907691734014623,healthy,aging,aida,NK
ZNF836,0.00010765512663962072,-0.15502659726013582,619,0.00017252074724779723,healthy,aging,aida,NK
ZNF84,0.0009213258220564645,0.13285893613554475,619,0.00133761294807739,healthy,aging,aida,NK
ZNF841,6.604462624904158e-08,0.2149997006208258,619,3.573183625268119e-07,healthy,aging,aida,NK
ZNF844,0.0004997865389282244,0.13950527654044065,619,0.0007461435828810521,healthy,aging,aida,NK
ZNF846,0.0017068533903665088,0.12583952769585907,619,0.0024063211494476616,healthy,aging,aida,NK
ZNF880,1.3722429967866582e-06,0.19266182815435465,619,3.241156033455031e-06,healthy,aging,aida,NK
ZNF91,5.238347247305963e-07,0.20002790997679604,619,1.4672007997985009e-06,healthy,aging,aida,NK
ZNF92,0.19827435674151503,0.05177810799330633,619,0.22736896343728083,healthy,aging,aida,NK
ZSCAN18,0.007222840754512477,-0.10787797963993595,619,0.00952512124501333,healthy,aging,aida,NK
ZSCAN25,1.7601862923132855e-07,0.20805044172614337,619,7.156695537726515e-07,healthy,aging,aida,NK
ZSCAN26,0.02770302456637642,0.08848962729222867,619,0.034587799902398964,healthy,aging,aida,NK
ZSCAN29,7.388048834991953e-07,0.19742964371252153,619,1.956751009435081e-06,healthy,aging,aida,NK
ZSCAN30,2.1445825878467328e-05,0.1698932648125554,619,3.867580564407354e-05,healthy,aging,aida,NK
ZSCAN32,5.856622074866824e-05,0.16079065276712706,619,9.885978062375198e-05,healthy,aging,aida,NK
ZXDC,7.422087464567823e-06,0.17901989270149316,619,1.4411599279360202e-05,healthy,aging,aida,NK
ZZZ3,0.010430458000438141,0.10287888821893201,619,0.013613360647994522,healthy,aging,aida,NK
ADNP,0.1466862090135658,0.14693793045678713,99,0.20739526643528766,healthy,aging,perez_sle,NK
ADNP2,0.36393082607874727,0.09222403423789244,99,0.4406212300417017,healthy,aging,perez_sle,NK
AEBP2,0.018037031987168266,0.23728552886510115,99,0.0482555286331375,healthy,aging,perez_sle,NK
AHCTF1,0.018681136405980788,0.23601599307281215,99,0.04832151036401898,healthy,aging,perez_sle,NK
AHDC1,0.005869485009889321,0.27501860975493997,99,0.045822882145872205,healthy,aging,perez_sle,NK
AHR,0.09147314418865032,-0.17053891047831604,99,0.1423916924315936,healthy,aging,perez_sle,NK
AKAP8,0.0593949791122098,0.19015788311232373,99,0.10063706916599621,healthy,aging,perez_sle,NK
AKAP8L,0.028563705579479928,0.22013750638291446,99,0.0601092081771593,healthy,aging,perez_sle,NK
AKNA,0.049599430176687456,-0.19788656930147833,99,0.08879448935859112,healthy,aging,perez_sle,NK
ANKZF1,0.17766029485564303,0.13657727982020415,99,0.23991732125804785,healthy,aging,perez_sle,NK
ARHGAP35,0.013289703054991497,0.24808587238584281,99,0.04693696194573249,healthy,aging,perez_sle,NK
ARID2,0.12961122137771183,0.15337230942355926,99,0.1878768163089768,healthy,aging,perez_sle,NK
ARID3B,0.008366548616326155,0.2636609090570958,99,0.045822882145872205,healthy,aging,perez_sle,NK
ARID5A,0.010404923209574743,0.2564338443273335,99,0.04592208611004602,healthy,aging,perez_sle,NK
ARID5B,0.14732408336385103,-0.14670879472842277,99,0.20783218903114697,healthy,aging,perez_sle,NK
ARNT,0.015178365732189206,0.24344122924332204,99,0.04739147186354913,healthy,aging,perez_sle,NK
ASCL2,2.0384580498730506e-06,0.45654364947969844,99,0.0004544512715236772,healthy,aging,perez_sle,NK
ASH1L,0.06624542105023394,-0.18535222567419557,99,0.11017659500986277,healthy,aging,perez_sle,NK
ATF1,0.008582806047193301,0.26282487329144205,99,0.045822882145872205,healthy,aging,perez_sle,NK
ATF2,0.011554166873206323,0.25289152982397095,99,0.045937164048959984,healthy,aging,perez_sle,NK
ATF3,0.06989388757052586,0.18295558981265486,99,0.11473490115473337,healthy,aging,perez_sle,NK
ATF4,0.002164858075971635,-0.3047133615794561,99,0.04146031224285071,healthy,aging,perez_sle,NK
ATF5,0.26390833921184315,0.11336025696512363,99,0.3403034210171245,healthy,aging,perez_sle,NK
ATF6,0.02862796148943821,0.22005080637758745,99,0.0601092081771593,healthy,aging,perez_sle,NK
ATF6B,0.022508473903189902,0.2291666926519749,99,0.05278295543593763,healthy,aging,perez_sle,NK
ATF7,0.006783878433435187,0.27043589518765276,99,0.045822882145872205,healthy,aging,perez_sle,NK
ATMIN,0.26438129702437996,0.11324878552970313,99,0.3403034210171245,healthy,aging,perez_sle,NK
BACH1,0.10885416053680325,0.1621352028191151,99,0.16263789470274148,healthy,aging,perez_sle,NK
BACH2,0.0040126101320509455,-0.2867107247590456,99,0.045822882145872205,healthy,aging,perez_sle,NK
BATF,2.1572054028022755e-06,0.4555651779910074,99,0.0004544512715236772,healthy,aging,perez_sle,NK
BAZ2A,0.3671422795314907,-0.09161094134307969,99,0.4428128256944697,healthy,aging,perez_sle,NK
BAZ2B,0.0336245162516794,-0.213765055991376,99,0.06639866322280236,healthy,aging,perez_sle,NK
BBX,0.8506387934855704,-0.019166894034802383,99,0.8798751513631431,healthy,aging,perez_sle,NK
BCL11B,0.028955720504987063,0.2196111134934288,99,0.060395233832962726,healthy,aging,perez_sle,NK
BCL6,0.7835732153346913,-0.027954558860451683,99,0.8295113435368926,healthy,aging,perez_sle,NK
BHLHE40,0.05691491469968804,-0.1920095475118087,99,0.09837786457310169,healthy,aging,perez_sle,NK
BPTF,0.009563527628243512,-0.25925159450046276,99,0.045822882145872205,healthy,aging,perez_sle,NK
BRF2,0.281297788881076,0.10934728528998569,99,0.3584278277678226,healthy,aging,perez_sle,NK
CAMTA1,0.01960280221772875,0.23426341439370096,99,0.04876482576876484,healthy,aging,perez_sle,NK
CAMTA2,0.005128470389288473,0.27922356001330206,99,0.045822882145872205,healthy,aging,perez_sle,NK
CARF,0.02266615495942632,0.2289065926359937,99,0.05285981525593149,healthy,aging,perez_sle,NK
CASZ1,0.007540074003236611,0.2670422092648509,99,0.045822882145872205,healthy,aging,perez_sle,NK
CC2D1A,0.00870506215901134,0.26236040897719,99,0.045822882145872205,healthy,aging,perez_sle,NK
CDC5L,0.15406793321473156,0.14433073743945213,99,0.21447342244870118,healthy,aging,perez_sle,NK
CEBPB,0.012478424658871305,0.25025956537654254,99,0.04666487801424062,healthy,aging,perez_sle,NK
CEBPD,0.0017061254974326744,0.3113706834170692,99,0.037181769461291383,healthy,aging,perez_sle,NK
CEBPG,0.006915308670179827,0.26982280229284006,99,0.045822882145872205,healthy,aging,perez_sle,NK
CEBPZ,0.5685796340060871,0.05798991784875267,99,0.6371317884607217,healthy,aging,perez_sle,NK
CENPT,0.01866200687277565,0.2360531502179523,99,0.04832151036401898,healthy,aging,perez_sle,NK
CENPX,0.0001313901462583553,0.3749527516094168,99,0.009226508048364506,healthy,aging,perez_sle,NK
CGGBP1,0.09870105300282815,0.1669037031121031,99,0.15177388198975034,healthy,aging,perez_sle,NK
CHAMP1,0.04169831953524702,0.2051012483161939,99,0.07679399751465801,healthy,aging,perez_sle,NK
CHCHD3,0.008749447923171252,0.2621932018240592,99,0.045822882145872205,healthy,aging,perez_sle,NK
CIC,0.010059023046502821,0.25756713725410857,99,0.045822882145872205,healthy,aging,perez_sle,NK
CLOCK,0.06701460848958467,0.18483821849975662,99,0.11058285265122066,healthy,aging,perez_sle,NK
CREB1,0.017250711226020152,0.23888947896365167,99,0.04812799192895907,healthy,aging,perez_sle,NK
CREB3,0.008986176261215041,0.261313816055742,99,0.045822882145872205,healthy,aging,perez_sle,NK
CREB3L2,0.010150638450034982,0.2572636872354639,99,0.045822882145872205,healthy,aging,perez_sle,NK
CREBL2,0.3142114259380054,0.10218214913545696,99,0.39245201459161977,healthy,aging,perez_sle,NK
CREBZF,0.017397162689700086,0.238586028945007,99,0.04816663324464117,healthy,aging,perez_sle,NK
CREM,0.4269202630642561,0.0807424763895811,99,0.5052689255741758,healthy,aging,perez_sle,NK
CSRNP1,0.09479306997472814,-0.16884206751691508,99,0.146120049326898,healthy,aging,perez_sle,NK
CTCF,0.09454756825199383,0.1689659246673823,99,0.14609795387594157,healthy,aging,perez_sle,NK
CUX1,0.303338808962245,0.10449208499167065,99,0.37962401438443333,healthy,aging,perez_sle,NK
CXXC1,0.013924827966961843,0.24646334371472223,99,0.04693696194573249,healthy,aging,perez_sle,NK
CXXC5,0.001506888043354835,0.3147829479124411,99,0.03401261583572342,healthy,aging,perez_sle,NK
DBP,0.013868035647499336,0.24660577943775952,99,0.04693696194573249,healthy,aging,perez_sle,NK
DDIT3,0.9514412370010594,-0.006199050380884389,99,0.9575013722685821,healthy,aging,perez_sle,NK
DEAF1,0.20111459438064805,0.12958554367632952,99,0.2664662969571689,healthy,aging,perez_sle,NK
DMTF1,0.19974993320534012,0.1299756937003013,99,0.2664662969571689,healthy,aging,perez_sle,NK
DNMT1,0.12329269579291012,0.1559175738656606,99,0.18079114557104223,healthy,aging,perez_sle,NK
DNTTIP1,0.08072373306334928,0.17639116083789216,99,0.12948578501532168,healthy,aging,perez_sle,NK
DOT1L,0.007283866715886394,0.2681569236190559,99,0.045822882145872205,healthy,aging,perez_sle,NK
DR1,0.01211440099638897,0.25127519401037374,99,0.045937164048959984,healthy,aging,perez_sle,NK
DRAP1,1.8853290642670996e-05,0.4156212469653287,99,0.001985879947694677,healthy,aging,perez_sle,NK
E2F3,0.6683857325238496,-0.043585331249414924,99,0.7258071872080291,healthy,aging,perez_sle,NK
E2F4,0.009665551221212631,0.2588986016216312,99,0.045822882145872205,healthy,aging,perez_sle,NK
E2F5,0.01079879270121407,0.25518288710761455,99,0.04592208611004602,healthy,aging,perez_sle,NK
E4F1,0.2797381563272441,0.10970027816881726,99,0.35716063595720865,healthy,aging,perez_sle,NK
EEA1,0.021391318700058663,0.23105551419659998,99,0.05140423353017899,healthy,aging,perez_sle,NK
EGR1,0.4434648270619146,0.07789376192883501,99,0.5228913632521083,healthy,aging,perez_sle,NK
ELF1,0.8234476621340988,0.022709208538164893,99,0.8587770997834165,healthy,aging,perez_sle,NK
ELF2,0.2565736322624537,0.11510664278671144,99,0.33160436725944936,healthy,aging,perez_sle,NK
ELF4,0.005509181354317438,0.27700032416241543,99,0.045822882145872205,healthy,aging,perez_sle,NK
ELK3,0.6759412102617154,0.04253254547044354,99,0.7314980220640481,healthy,aging,perez_sle,NK
ELK4,0.0399522491793429,0.2068476341377817,99,0.07490375206820697,healthy,aging,perez_sle,NK
EOMES,0.15669171549554117,0.14342658024104143,99,0.2171692197218904,healthy,aging,perez_sle,NK
ESRRA,0.002775097104126058,0.29760396114263765,99,0.045822882145872205,healthy,aging,perez_sle,NK
ETS1,0.010466466949669904,-0.2562356728865859,99,0.04592208611004602,healthy,aging,perez_sle,NK
ETV3,0.15898276676614048,0.14264628019309794,99,0.2198623820485794,healthy,aging,perez_sle,NK
ETV6,0.513677318429368,-0.06641220408052367,99,0.5838922036823032,healthy,aging,perez_sle,NK
FAM200B,0.011802444457789763,0.25216696549373774,99,0.045937164048959984,healthy,aging,perez_sle,NK
FLI1,0.0716060080044611,0.18186564688854334,99,0.11724092502284822,healthy,aging,perez_sle,NK
FLYWCH1,0.011886232375308933,0.25192544405032663,99,0.045937164048959984,healthy,aging,perez_sle,NK
FOS,0.0011255502912572307,-0.3226478769671096,99,0.029696888793471193,healthy,aging,perez_sle,NK
FOSB,0.004823607531485236,-0.28111238155792717,99,0.045822882145872205,healthy,aging,perez_sle,NK
FOSL2,0.4936974036421157,-0.06958913999000788,99,0.5673031983669402,healthy,aging,perez_sle,NK
FOXJ2,0.014237029352453199,0.2456892365243021,99,0.04713817405871349,healthy,aging,perez_sle,NK
FOXJ3,0.11146649933678437,0.16096475274719987,99,0.16575724136670053,healthy,aging,perez_sle,NK
FOXK1,0.9406897349330092,0.007573864751070539,99,0.9497059304754982,healthy,aging,perez_sle,NK
FOXN2,0.014272371605035276,0.24560253651897504,99,0.04713817405871349,healthy,aging,perez_sle,NK
FOXN3,0.13469983931930543,-0.1513905950160837,99,0.19480617494233646,healthy,aging,perez_sle,NK
FOXO1,0.8920823071094813,0.013810072277095095,99,0.9093484162793423,healthy,aging,perez_sle,NK
FOXO3,0.02343391845249507,0.22766182827379813,99,0.05385540531627958,healthy,aging,perez_sle,NK
FOXP1,0.047729546346975446,-0.19950290511507554,99,0.08594037974726064,healthy,aging,perez_sle,NK
GABPA,0.008842142378586729,0.261846401802751,99,0.045822882145872205,healthy,aging,perez_sle,NK
GATA3,0.0020325928336900863,-0.30649071168866066,99,0.041438666802972084,healthy,aging,perez_sle,NK
GATAD2A,0.05223185639674645,0.19569429773820848,99,0.09195134608006617,healthy,aging,perez_sle,NK
GATAD2B,0.0831535052425893,0.17501634646770603,99,0.13204275204350863,healthy,aging,perez_sle,NK
GFI1,0.0038633149162334195,0.287850210543344,99,0.045822882145872205,healthy,aging,perez_sle,NK
GLI4,0.08681541401012619,0.1730036677726137,99,0.13581025161980137,healthy,aging,perez_sle,NK
GLMP,0.023364269419411256,0.22777329970921864,99,0.05385540531627958,healthy,aging,perez_sle,NK
GLYR1,0.014320457941887643,0.24548487222603116,99,0.04713817405871349,healthy,aging,perez_sle,NK
GMEB1,0.008556921165437319,0.2629239590118158,99,0.045822882145872205,healthy,aging,perez_sle,NK
GPBP1,0.172652345328974,0.1381564584886612,99,0.23567231587021936,healthy,aging,perez_sle,NK
GPBP1L1,0.022199624899718832,0.22968069982641384,99,0.05253481736465299,healthy,aging,perez_sle,NK
GTF2B,0.029701265365803937,0.21862644914721438,99,0.0605522571328648,healthy,aging,perez_sle,NK
GTF2I,0.14965169927049532,0.14587895182029237,99,0.2101525511402853,healthy,aging,perez_sle,NK
GTF2IRD2,0.9124139899200764,0.01119668640223674,99,0.9255949303844113,healthy,aging,perez_sle,NK
GTF2IRD2B,0.31817825003909744,0.1013523062273266,99,0.39584380713525513,healthy,aging,perez_sle,NK
GTF3A,0.8946803798561145,0.0134756579708336,99,0.910528180465482,healthy,aging,perez_sle,NK
GZF1,0.25155859462658137,0.1163204428612902,99,0.3264579708501015,healthy,aging,perez_sle,NK
HBP1,0.07243499929395301,0.181345446856581,99,0.1176835978246229,healthy,aging,perez_sle,NK
HES4,0.002394670803854591,0.3018460685461399,99,0.04451270435400299,healthy,aging,perez_sle,NK
HES6,0.0005993751549842433,0.3389536708261192,99,0.02104472766389121,healthy,aging,perez_sle,NK
HIF1A,0.5639559149239536,-0.05868351789136911,99,0.6330730696837277,healthy,aging,perez_sle,NK
HINFP,0.32145862981409207,0.10067109189975688,99,0.3975770137818125,healthy,aging,perez_sle,NK
HIVEP1,0.5047075319756616,-0.06783036845337335,99,0.5757674371996717,healthy,aging,perez_sle,NK
HIVEP2,0.3388655722211421,-0.09712877739639439,99,0.41443101565368207,healthy,aging,perez_sle,NK
HIVEP3,0.007540074003236611,0.2670422092648509,99,0.045822882145872205,healthy,aging,perez_sle,NK
HMBOX1,0.018245404914592814,0.23687060741103602,99,0.0482555286331375,healthy,aging,perez_sle,NK
HMG20A,0.019028366877228392,0.2353471644602892,99,0.04868796707047913,healthy,aging,perez_sle,NK
HMG20B,0.011256921705806435,0.2537771084498116,99,0.045937164048959984,healthy,aging,perez_sle,NK
HMGA1,0.03751134287310226,0.20939909143740648,99,0.07249898683731079,healthy,aging,perez_sle,NK
HMGN3,0.00200499687810062,0.30687466885510906,99,0.041438666802972084,healthy,aging,perez_sle,NK
HOXB2,0.0005004543789596475,0.34346207110312604,99,0.02067276188377777,healthy,aging,perez_sle,NK
HOXB4,0.004655128370421594,0.28220232448203875,99,0.045822882145872205,healthy,aging,perez_sle,NK
HSF1,0.0659691694672809,0.18553801139989642,99,0.11000663615652119,healthy,aging,perez_sle,NK
HSF2,0.037488271375394094,0.20942386286749992,99,0.07249898683731079,healthy,aging,perez_sle,NK
IKZF1,0.8850156293508722,0.014720422333029165,99,0.9049269359627659,healthy,aging,perez_sle,NK
IKZF2,0.029296022050121627,0.21915903489422348,99,0.060506816783257734,healthy,aging,perez_sle,NK
IKZF3,0.19994447610658508,0.129919957982591,99,0.2664662969571689,healthy,aging,perez_sle,NK
IKZF5,0.10569955739127729,0.16357813862205822,99,0.15905266731258869,healthy,aging,perez_sle,NK
IRF1,0.0005560711266206046,-0.340836299513221,99,0.02067276188377777,healthy,aging,perez_sle,NK
