gene,p_value,slope,n_samples,p_value_adj,condition,comparison,dataset,cell_type
RBCK1,0.009044238191424617,0.08855547358351643,868,0.05622785819008324,,aging,soundlife,CD4T
RBPJ,0.0017855986070435255,0.10588151834187313,868,0.015281941325216666,,aging,soundlife,CD4T
RBSN,0.030981049175788547,0.07323127156373255,868,0.0679804894307293,,aging,soundlife,CD4T
REL,0.0007871874692105056,0.11374675417185945,868,0.007410807745853188,,aging,soundlife,CD4T
RELA,0.030169262893423036,0.07358825826319253,868,0.0679804894307293,,aging,soundlife,CD4T
RELB,2.6646757179227814e-06,0.15858136982183424,868,3.443179015904143e-05,,aging,soundlife,CD4T
REPIN1,0.06214484583802723,0.06333877530700997,868,0.09555316899203353,,aging,soundlife,CD4T
REST,0.08716305387995918,0.05809473971712473,868,0.12118238925504873,,aging,soundlife,CD4T
REXO4,0.06188939674786372,0.0634006706387212,868,0.09555316899203353,,aging,soundlife,CD4T
RFX1,0.021050569791931612,0.07829985437301758,868,0.06579076934331311,,aging,soundlife,CD4T
RFX2,0.00505723175902989,0.09507381996309822,868,0.039208420343537616,,aging,soundlife,CD4T
RFX3,0.05928387918041945,0.06404436187929706,868,0.09301922947594385,,aging,soundlife,CD4T
RFX5,0.01832077269335364,0.08005888332365298,868,0.06547432210000005,,aging,soundlife,CD4T
RFX7,0.016221389815778628,0.08157508011433198,868,0.06547432210000005,,aging,soundlife,CD4T
RLF,0.1430131103303231,0.04975478010448716,868,0.17985809104519643,,aging,soundlife,CD4T
RORA,6.5310667588399864e-12,0.23029184240415057,868,1.7215891976302203e-10,,aging,soundlife,CD4T
RREB1,0.024245086290712287,0.07647755218925263,868,0.06579076934331311,,aging,soundlife,CD4T
RUNX1,0.13929524628542075,0.05022156717496885,868,0.17639989226810093,,aging,soundlife,CD4T
RUNX2,2.043458124405861e-15,0.26500615794891563,868,8.416493149896639e-14,,aging,soundlife,CD4T
RUNX3,1.2415980765811017e-09,0.2043071110630785,868,2.7273771082231536e-08,,aging,soundlife,CD4T
RXRA,0.0901801691890783,0.05754857633893799,868,0.12406833297620586,,aging,soundlife,CD4T
RXRB,0.03493411374097521,0.07159952396011268,868,0.07141861673613749,,aging,soundlife,CD4T
SAFB,0.040521265407093,0.0695430979533552,868,0.07586225540702923,,aging,soundlife,CD4T
SAFB2,0.06364819384452415,0.0629787112943824,868,0.09754455754311957,,aging,soundlife,CD4T
SATB1,1.29682700305386e-38,-0.42103438667470466,868,4.2730449750624684e-36,,aging,soundlife,CD4T
SCMH1,0.00784173689368958,0.09019185093590185,868,0.05136318629094299,,aging,soundlife,CD4T
SCML4,0.43809096434437445,0.026352906600048874,868,0.46192311280470844,,aging,soundlife,CD4T
SETDB1,0.027299755936204526,0.0749200642860711,868,0.06773137298249216,,aging,soundlife,CD4T
SETDB2,0.023754454831470356,0.07674335855885725,868,0.06579076934331311,,aging,soundlife,CD4T
SGSM2,0.20391679463772838,0.04316470936307675,868,0.24082646535172583,,aging,soundlife,CD4T
SKI,0.024076212480793845,0.07656851205488109,868,0.06579076934331311,,aging,soundlife,CD4T
SKIL,0.8026786517282706,-0.008493632364818775,868,0.815046581647042,,aging,soundlife,CD4T
SLC2A4RG,0.41652270195672236,0.02761151849958596,868,0.4427233235314194,,aging,soundlife,CD4T
SMAD3,5.020321873932547e-09,0.19678316304239268,868,1.0025430651277419e-07,,aging,soundlife,CD4T
SMAD4,0.04581824467011685,0.06780445275770158,868,0.07966813519157522,,aging,soundlife,CD4T
SMAD5,1.0984958934107747e-10,0.21672418911244912,868,2.7842645913757714e-09,,aging,soundlife,CD4T
SMYD3,0.014751031906492382,0.08274313633265666,868,0.06547432210000005,,aging,soundlife,CD4T
SNAI1,0.8328714421442461,0.007172739321173338,868,0.8430723893294394,,aging,soundlife,CD4T
SNAI3,0.000524928325594567,0.11746307371520848,868,0.005087173037747347,,aging,soundlife,CD4T
SNAPC2,0.15987637863796253,0.04774694808774932,868,0.19493703902797993,,aging,soundlife,CD4T
SNAPC5,0.04027982743312593,0.06962682842954217,868,0.07586225540702923,,aging,soundlife,CD4T
SON,0.33473335548095495,-0.03277989811559563,868,0.3646103822511559,,aging,soundlife,CD4T
SOX13,4.709280703297424e-20,0.30429380178918136,868,2.586179986227502e-18,,aging,soundlife,CD4T
SOX4,1.8631336774609697e-91,-0.6150437790459496,868,1.227805093446779e-88,,aging,soundlife,CD4T
SP1,0.014025940677314181,0.08335734966888979,868,0.06547432210000005,,aging,soundlife,CD4T
SP100,8.3913456779326e-05,0.13309016602476884,868,0.0009372706443656921,,aging,soundlife,CD4T
SP110,0.1986611254123732,0.04367060127581053,868,0.23588771467883596,,aging,soundlife,CD4T
SP140,1.216981734504266e-10,0.21621481570213172,868,2.86425343942254e-09,,aging,soundlife,CD4T
SP140L,0.04033246079640899,0.06960853908471624,868,0.07586225540702923,,aging,soundlife,CD4T
SP2,0.0170595697375234,0.08095022019313991,868,0.06547432210000005,,aging,soundlife,CD4T
SP3,0.05675897648544204,0.06469090078280414,868,0.09078680947550075,,aging,soundlife,CD4T
SP4,0.019445555705155253,0.07930811077085423,868,0.06547432210000005,,aging,soundlife,CD4T
SPEN,0.087044893724468,0.058116437071458645,868,0.12118238925504873,,aging,soundlife,CD4T
SPI1,0.23626687601160085,0.04024182220043784,868,0.2725801902137536,,aging,soundlife,CD4T
SRCAP,0.015659327026980925,0.08201015708017324,868,0.06547432210000005,,aging,soundlife,CD4T
SREBF1,9.518207050874622e-07,-0.16545309279916,868,1.3067705096929948e-05,,aging,soundlife,CD4T
SREBF2,0.01070446902653433,0.0865893827937444,868,0.06043328237784788,,aging,soundlife,CD4T
SRF,0.26418437670400624,0.037939394860461835,868,0.29811216480811664,,aging,soundlife,CD4T
STAT1,6.348310522835561e-05,0.1353211629552188,868,0.0007470601133122562,,aging,soundlife,CD4T
STAT2,0.02789342370190987,0.07463496729660996,868,0.06779524531577055,,aging,soundlife,CD4T
STAT3,0.24874479230499397,-0.039190501790273766,868,0.2836034915726488,,aging,soundlife,CD4T
STAT4,0.006841635177904714,0.09173379611108465,868,0.047659639546002504,,aging,soundlife,CD4T
STAT5A,0.03625085021806628,0.0710909681046368,868,0.07141861673613749,,aging,soundlife,CD4T
STAT5B,0.01072942949652231,0.08656195336951025,868,0.06043328237784788,,aging,soundlife,CD4T
STAT6,0.03068567630983231,0.07336022476446899,868,0.0679804894307293,,aging,soundlife,CD4T
TBP,0.08308704127596969,0.058857316292073796,868,0.11819924412393255,,aging,soundlife,CD4T
TBPL1,0.03098994491396246,0.07322740425375178,868,0.0679804894307293,,aging,soundlife,CD4T
TBX21,1.5016569228283213e-13,0.24718675099472243,868,4.9479595607193184e-12,,aging,soundlife,CD4T
TCF12,0.02730257985573775,0.07491869557066223,868,0.06773137298249216,,aging,soundlife,CD4T
TCF20,0.026902671427094838,0.07511375129544051,868,0.06773137298249216,,aging,soundlife,CD4T
TCF7,1.0923297874721579e-36,-0.41091204727539576,868,2.3994844331471735e-34,,aging,soundlife,CD4T
TERF1,0.036305366626109344,0.07107025365331464,868,0.07141861673613749,,aging,soundlife,CD4T
TERF2,0.02378699384113174,0.07672558363056084,868,0.06579076934331311,,aging,soundlife,CD4T
TET2,0.01993127281760751,0.07899556598514,868,0.06547432210000005,,aging,soundlife,CD4T
TET3,0.2365946415815889,0.04021371301150399,868,0.2725801902137536,,aging,soundlife,CD4T
TFAP4,0.15354416636683688,0.048481121521461945,868,0.18984166160552626,,aging,soundlife,CD4T
TFCP2,0.014672723886452733,0.08280817327960166,868,0.06547432210000005,,aging,soundlife,CD4T
TFDP1,0.030511382162263814,0.07343681771130903,868,0.0679804894307293,,aging,soundlife,CD4T
TFDP2,0.45389749424530523,0.025453008369749404,868,0.477824997935553,,aging,soundlife,CD4T
TFE3,0.011703249314204805,0.08553363472702277,868,0.06427034415050806,,aging,soundlife,CD4T
TFEB,0.07021998562704393,0.06148245733023129,868,0.10398869781622909,,aging,soundlife,CD4T
TGIF1,7.834780895314434e-05,0.13364215333295038,868,0.0008901932086227952,,aging,soundlife,CD4T
TGIF2,0.16816319141240824,0.04681859160015668,868,0.20408755642868698,,aging,soundlife,CD4T
THAP1,0.04102273377687328,0.069370529579724,868,0.07615206072946336,,aging,soundlife,CD4T
THAP11,0.04157734562137834,0.0691817387133944,868,0.07629102215834109,,aging,soundlife,CD4T
THAP12,0.026003926360494593,0.07556140390822637,868,0.06667932868313593,,aging,soundlife,CD4T
THAP3,0.43236240248079083,0.0266836213124661,868,0.4573464257381078,,aging,soundlife,CD4T
THAP4,0.04248889642387483,0.06887601913270561,868,0.07629102215834109,,aging,soundlife,CD4T
THAP5,0.04394721517260585,0.06839824559491513,868,0.07779048773113718,,aging,soundlife,CD4T
THAP6,0.015613432052938532,0.08204628565536175,868,0.06547432210000005,,aging,soundlife,CD4T
THAP7,0.05143414384245471,0.06613689808922416,868,0.08646709385759606,,aging,soundlife,CD4T
THRA,0.08491480348028169,0.05851171105832919,868,0.12008338088735114,,aging,soundlife,CD4T
THYN1,0.0646811069790213,0.06273536471789651,868,0.09817459936976657,,aging,soundlife,CD4T
TIGD1,0.3181028849060017,0.03392581605113254,868,0.3499662790535144,,aging,soundlife,CD4T
TMF1,0.004292377909006307,0.09684499281823378,868,0.03367472669089472,,aging,soundlife,CD4T
TOPORS,0.03610784418847366,0.07114543195469852,868,0.07141861673613749,,aging,soundlife,CD4T
TP53,0.03627383289560945,0.07108223220964462,868,0.07141861673613749,,aging,soundlife,CD4T
TRAFD1,0.015781328650398104,0.08191456746577921,868,0.06547432210000005,,aging,soundlife,CD4T
TRERF1,9.829995294480025e-05,0.13180920456422648,868,0.0010796611498437227,,aging,soundlife,CD4T
TRPS1,0.020468680789356482,0.07865740141905433,868,0.06579076934331311,,aging,soundlife,CD4T
TSC22D1,0.0014947684437834115,0.10763202267573382,868,0.013065698974292076,,aging,soundlife,CD4T
TSHZ1,0.11914800250671266,0.05293336902632961,868,0.15456404262189694,,aging,soundlife,CD4T
TSHZ2,2.3696734010130602e-08,-0.18806315066055235,868,4.220580462885423e-07,,aging,soundlife,CD4T
TTF1,0.04046810523549721,0.06956149753029459,868,0.07586225540702923,,aging,soundlife,CD4T
UBP1,0.01575830920131009,0.0819325536722931,868,0.06547432210000005,,aging,soundlife,CD4T
USF1,0.021303752547397897,0.07814696243164009,868,0.06579076934331311,,aging,soundlife,CD4T
USF2,0.014732981930269111,0.08275810034205969,868,0.06547432210000005,,aging,soundlife,CD4T
USF3,0.02244805935530623,0.07747504258400743,868,0.06579076934331311,,aging,soundlife,CD4T
VEZF1,0.03512980307839889,0.0715229218272632,868,0.07141861673613749,,aging,soundlife,CD4T
XBP1,1.5610229027455743e-09,0.20309390560827997,868,3.318432557772043e-08,,aging,soundlife,CD4T
XPA,0.04134920155267591,0.06925914002906651,868,0.07629102215834109,,aging,soundlife,CD4T
YBX1,0.8341171439192633,0.0071184867493291025,868,0.8430723893294394,,aging,soundlife,CD4T
YBX3,0.6431117594264335,0.01574892635296877,868,0.6601411985389715,,aging,soundlife,CD4T
YY1,0.013589895506975563,0.08374032358909943,868,0.06547432210000005,,aging,soundlife,CD4T
ZBED1,0.1414956120376478,0.049944168061431385,868,0.1785322823449823,,aging,soundlife,CD4T
ZBED4,0.017637518799465436,0.0805348472175807,868,0.06547432210000005,,aging,soundlife,CD4T
ZBED5,0.054135164854137226,0.06538859657296894,868,0.08906617402194045,,aging,soundlife,CD4T
ZBED6,0.067437550741585,0.062101282043211095,868,0.10146426013402857,,aging,soundlife,CD4T
ZBTB1,0.018422050006889186,0.07998965755639624,868,0.06547432210000005,,aging,soundlife,CD4T
ZBTB10,0.09404902476436135,0.05686930768374094,868,0.1280543539663515,,aging,soundlife,CD4T
ZBTB11,0.02389345572280663,0.0766675739808493,868,0.06579076934331311,,aging,soundlife,CD4T
ZBTB14,0.3186446738038821,0.03388787783208128,868,0.3499780667279305,,aging,soundlife,CD4T
ZBTB16,0.0025882506080831947,0.10214169180032746,868,0.021057495687985497,,aging,soundlife,CD4T
ZBTB17,0.05577202262896785,0.0649501299696386,868,0.08964332417680443,,aging,soundlife,CD4T
ZBTB18,0.12629088065324262,0.05193383933747568,868,0.16160328223395512,,aging,soundlife,CD4T
ZBTB2,0.11608002047247136,0.053377108399087415,868,0.15088113114666396,,aging,soundlife,CD4T
ZBTB20,0.9606093122056455,-0.0016787891580415189,868,0.9635335414665455,,aging,soundlife,CD4T
ZBTB21,0.055754144694883156,0.06495486076450818,868,0.08964332417680443,,aging,soundlife,CD4T
ZBTB22,0.15994500830175273,0.047739112421683765,868,0.19493703902797993,,aging,soundlife,CD4T
ZBTB24,0.025344620027298204,0.07589836510707336,868,0.06579076934331311,,aging,soundlife,CD4T
ZBTB25,0.04447353039302018,0.06822909441680139,868,0.07804070145119389,,aging,soundlife,CD4T
ZBTB33,0.017479291785391364,0.08064736664740123,868,0.06547432210000005,,aging,soundlife,CD4T
ZBTB37,0.023907360668424308,0.07666001389506741,868,0.06579076934331311,,aging,soundlife,CD4T
ZBTB38,4.323530652614494e-06,0.1552480793147516,868,5.3758616982508516e-05,,aging,soundlife,CD4T
ZBTB4,0.02394268670450754,0.07664082432131485,868,0.06579076934331311,,aging,soundlife,CD4T
ZBTB40,0.017091374731202664,0.08092704389128365,868,0.06547432210000005,,aging,soundlife,CD4T
ZBTB41,0.02886119948011504,0.07418121517354563,868,0.0679804894307293,,aging,soundlife,CD4T
ZBTB43,0.01908109931727197,0.07954713073688656,868,0.06547432210000005,,aging,soundlife,CD4T
ZBTB44,0.03351763859156158,0.07216518005036401,868,0.07034434341350025,,aging,soundlife,CD4T
ZBTB48,0.27819092221034936,0.03684727019629638,868,0.3117820029534358,,aging,soundlife,CD4T
ZBTB49,0.05843881415317381,0.06425816624937404,868,0.09259957130543925,,aging,soundlife,CD4T
ZBTB5,0.019970165010773915,0.07897082806167631,868,0.06547432210000005,,aging,soundlife,CD4T
ZBTB7A,0.005485455794561448,0.09418537668658976,868,0.04184190425858849,,aging,soundlife,CD4T
ZBTB7B,0.019882926798930785,0.07902637586085377,868,0.06547432210000005,,aging,soundlife,CD4T
ZC3H8,0.03737215732349291,0.07067013863946103,868,0.07234761985842057,,aging,soundlife,CD4T
ZEB1,0.5356597475887925,0.021051458451066696,868,0.5541597702684682,,aging,soundlife,CD4T
ZEB2,7.591426338791452e-08,0.18124076574001213,868,1.191130942205611e-06,,aging,soundlife,CD4T
ZFAT,0.0193740828580054,0.0793546746527842,868,0.06547432210000005,,aging,soundlife,CD4T
ZFP14,0.04688848859690332,0.067473912579464,868,0.08046748433687313,,aging,soundlife,CD4T
ZFP62,0.19320169465865208,0.0442065589974922,868,0.22981934436832444,,aging,soundlife,CD4T
ZFP64,0.10843482388919264,0.054524385864023736,868,0.14382876413084056,,aging,soundlife,CD4T
ZFP90,0.07774974021694685,0.05990303323647001,868,0.11187135109818334,,aging,soundlife,CD4T
ZFP91,0.03692505013859786,0.07083663506084215,868,0.07220655205144211,,aging,soundlife,CD4T
ZFX,0.0360047181008834,0.07118482156324375,868,0.07141861673613749,,aging,soundlife,CD4T
ZFY,0.08645687291231573,0.05822476768096746,868,0.12096619798135046,,aging,soundlife,CD4T
ZGPAT,0.02546607755239772,0.07583572570859624,868,0.06579076934331311,,aging,soundlife,CD4T
ZHX1,0.02782549943491238,0.07466732042191224,868,0.06779524531577055,,aging,soundlife,CD4T
ZHX2,0.06967200254933131,0.06160272056602282,868,0.1036205414120518,,aging,soundlife,CD4T
ZKSCAN1,0.031215942629487688,0.0731294722069466,868,0.0679804894307293,,aging,soundlife,CD4T
ZKSCAN5,0.3849189653228783,0.02952744449172144,868,0.41248308711766757,,aging,soundlife,CD4T
ZKSCAN8,0.018782163923465406,0.07974617318976854,868,0.06547432210000005,,aging,soundlife,CD4T
ZMAT1,0.025490754405586548,0.07582303064352873,868,0.06579076934331311,,aging,soundlife,CD4T
ZNF10,1.2793347290628938e-08,-0.19157542137586617,868,2.4088045327212773e-07,,aging,soundlife,CD4T
ZNF100,0.09013449796899256,0.05755673351533448,868,0.12406833297620586,,aging,soundlife,CD4T
ZNF101,0.8487140604551466,-0.006484073378303295,868,0.8552027000610728,,aging,soundlife,CD4T
ZNF107,0.07511382112742104,0.06044114967037372,868,0.10884984403867896,,aging,soundlife,CD4T
ZNF12,0.02733921883663568,0.07490094820039421,868,0.06773137298249216,,aging,soundlife,CD4T
ZNF121,0.016465939301077006,0.08138989934971837,868,0.06547432210000005,,aging,soundlife,CD4T
ZNF124,0.2653725783759226,0.03784522907753341,868,0.29894107546962906,,aging,soundlife,CD4T
ZNF131,0.056016507311088266,0.06488556150917582,868,0.08981722218493228,,aging,soundlife,CD4T
ZNF134,0.5150003911354211,0.022127985271176688,868,0.534464972847626,,aging,soundlife,CD4T
ZNF136,0.1462538044892494,0.04935542752941837,868,0.1832343291985083,,aging,soundlife,CD4T
ZNF138,0.07697141218655498,0.060060362020414516,868,0.1112371943660959,,aging,soundlife,CD4T
ZNF14,0.5016746028035582,-0.022834251608163488,868,0.5214567243652127,,aging,soundlife,CD4T
ZNF141,0.1596484432748288,0.047772990424555684,868,0.19493703902797993,,aging,soundlife,CD4T
ZNF142,0.017514861152281028,0.0806219948892851,868,0.06547432210000005,,aging,soundlife,CD4T
ZNF143,0.02292009031948639,0.07720650796959454,868,0.06579076934331311,,aging,soundlife,CD4T
ZNF146,0.03781769453033175,0.070505901976406,868,0.07234761985842057,,aging,soundlife,CD4T
ZNF148,0.23328047348732564,0.0404992141853812,868,0.2706990217049291,,aging,soundlife,CD4T
ZNF160,0.02764084920982892,0.0747556163447986,868,0.06779524531577055,,aging,soundlife,CD4T
ZNF169,0.6548369164542106,0.015194982424773223,868,0.6700893291045416,,aging,soundlife,CD4T
ZNF18,0.4280233887828603,0.026935804830048184,868,0.45348458715097256,,aging,soundlife,CD4T
ZNF189,0.02729352146132471,0.07492308648318197,868,0.06773137298249216,,aging,soundlife,CD4T
ZNF195,0.11481268352648431,0.053563097532533105,868,0.1498940927653605,,aging,soundlife,CD4T
ZNF197,0.01155289164800187,0.08568733503723233,868,0.06397777811792632,,aging,soundlife,CD4T
ZNF207,0.04251173307022656,0.06886843148889535,868,0.07629102215834109,,aging,soundlife,CD4T
ZNF211,0.234140276740227,0.04042487181085777,868,0.2706990217049291,,aging,soundlife,CD4T
ZNF217,0.016896112158218603,0.08106993226836408,868,0.06547432210000005,,aging,soundlife,CD4T
ZNF22,0.09608992768457672,0.05651995455813848,868,0.1305634275136826,,aging,soundlife,CD4T
ZNF224,0.032683068601305654,0.07250808459732871,868,0.06903250707775778,,aging,soundlife,CD4T
ZNF226,0.14168798735421206,0.04992007315862959,868,0.1785322823449823,,aging,soundlife,CD4T
ZNF227,0.23940376708934405,0.039973921420677384,868,0.27533522253381804,,aging,soundlife,CD4T
ZNF235,0.27284445923433026,0.03725961178873527,868,0.3063109005714202,,aging,soundlife,CD4T
ZNF236,0.023629936601580182,0.07681157386507387,868,0.06579076934331311,,aging,soundlife,CD4T
ZNF24,0.08822640620728965,0.057900538291225816,868,0.12214538170294933,,aging,soundlife,CD4T
ZNF248,0.03213768063523101,0.07273623751417517,868,0.06844093249213669,,aging,soundlife,CD4T
ZNF25,0.189920388216046,0.04453404942059054,868,0.22632465792834416,,aging,soundlife,CD4T
ZNF250,0.012903469130613738,0.08436575304287773,868,0.06547432210000005,,aging,soundlife,CD4T
ZNF254,0.05566915958123982,0.06497736648767419,868,0.08964332417680443,,aging,soundlife,CD4T
ZNF26,0.005670115611094297,0.0938214269919625,868,0.04198563522286232,,aging,soundlife,CD4T
ZNF260,0.21300933227259114,0.042311402572735614,868,0.24977428819864333,,aging,soundlife,CD4T
ZNF263,0.12124620548698894,0.052635016625224136,868,0.15666911650181511,,aging,soundlife,CD4T
ZNF264,0.04826950809757075,0.06705662891393807,868,0.08198352019664723,,aging,soundlife,CD4T
